"userid","kanji","characterdataid","time","tries","helps","audio","iteration","session","strokes","experience","sessioniteration","ntries","nhelps"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","天",576,"2014-07-14 22:01:31","1","0",FALSE,9,2,4,0,1,"4","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","雨",577,"2014-07-14 22:01:41","1","0",FALSE,8,2,8,0,2,"8","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","下",578,"2014-07-14 22:01:51","1.333333333","0",TRUE,9,2,3,0,2,"3.999999999","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","木",579,"2014-07-14 22:01:57","1","0",TRUE,12,2,4,0,2,"4","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","日",580,"2014-07-14 22:02:02","1","0",TRUE,8,2,4,0,2,"4","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","甲",581,"2014-07-14 22:02:08","1","0",TRUE,14,2,5,0,2,"5","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","囗",582,"2014-07-14 22:02:13","1","0",TRUE,10,2,3,0,2,"3","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","上",583,"2014-07-14 22:02:21","1","0",FALSE,15,2,3,0,2,"3","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","大",584,"2014-07-14 22:02:26","1","0",FALSE,8,2,3,0,2,"3","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","土",585,"2014-07-14 22:02:32","1","0",FALSE,19,2,3,0,2,"3","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","天",586,"2014-07-14 22:02:37","1","0",FALSE,10,2,4,0,2,"4","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","雨",587,"2014-07-14 22:02:45","1","0",FALSE,9,2,8,0,3,"8","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","下",588,"2014-07-14 22:02:53","1","0",TRUE,10,2,3,0,3,"3","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","木",589,"2014-07-14 22:02:59","1","0",TRUE,13,2,4,0,3,"4","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","甲",590,"2014-07-14 22:03:05","1","0",TRUE,15,2,5,0,3,"5","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","日",591,"2014-07-14 22:03:10","1","0",TRUE,9,2,4,0,3,"4","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","囗",592,"2014-07-14 22:03:14","1","0",TRUE,11,2,3,0,3,"3","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","上",593,"2014-07-14 22:03:25","1","0",FALSE,16,2,3,0,3,"3","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","大",594,"2014-07-14 22:03:29","1","0",FALSE,9,2,3,0,3,"3","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","土",595,"2014-07-14 22:03:35","1","0",FALSE,20,2,3,0,3,"3","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","天",596,"2014-07-14 22:03:39","1","0",FALSE,11,2,4,0,3,"4","0"
"6EA83654-032B-4B7E-8756-B750667A953F","土",54,"2014-07-13 20:10:54","1","0",TRUE,2,0,3,0,2,"3","0"
"6EA83654-032B-4B7E-8756-B750667A953F","土",62,"2014-07-13 20:14:11","1.333333333","0",TRUE,3,0,3,0,3,"3.999999999","0"
"6EA83654-032B-4B7E-8756-B750667A953F","大",63,"2014-07-13 20:14:40","1.666666667","0.6666666667",TRUE,2,0,3,0,2,"5.000000001","2.0000000001"
"6EA83654-032B-4B7E-8756-B750667A953F","土",64,"2014-07-13 20:14:52","1","0",TRUE,4,0,3,0,4,"3","0"
"6EA83654-032B-4B7E-8756-B750667A953F","大",65,"2014-07-13 20:15:03","1","0",TRUE,3,0,3,0,3,"3","0"
"6EA83654-032B-4B7E-8756-B750667A953F","雨",66,"2014-07-13 20:16:10","1.625","0",FALSE,3,0,8,0,2,"13.000","0"
"6EA83654-032B-4B7E-8756-B750667A953F","大",67,"2014-07-13 20:16:21","1.333333333","0",TRUE,4,0,3,0,4,"3.999999999","0"
"6EA83654-032B-4B7E-8756-B750667A953F","雨",68,"2014-07-13 20:16:35","1","0",FALSE,4,0,8,0,3,"8","0"
"6EA83654-032B-4B7E-8756-B750667A953F","大",69,"2014-07-13 20:16:40","1","0",TRUE,5,0,3,0,5,"3","0"
"6EA83654-032B-4B7E-8756-B750667A953F","甲",70,"2014-07-13 20:16:59","1.6","0",FALSE,2,0,5,0,2,"8.0","0"
"6EA83654-032B-4B7E-8756-B750667A953F","天",71,"2014-07-13 20:17:21","1.5","0.75",TRUE,2,0,4,0,2,"6.0","3.00"
"6EA83654-032B-4B7E-8756-B750667A953F","甲",72,"2014-07-13 20:17:36","1","0",FALSE,3,0,5,0,3,"5","0"
"6EA83654-032B-4B7E-8756-B750667A953F","天",73,"2014-07-13 20:17:53","1.5","0",TRUE,3,0,4,0,3,"6.0","0"
"6EA83654-032B-4B7E-8756-B750667A953F","雨",74,"2014-07-13 20:18:16","1.375","0.125",FALSE,5,0,8,0,4,"11.000","1.000"
"6EA83654-032B-4B7E-8756-B750667A953F","天",75,"2014-07-13 20:18:29","1","0",TRUE,4,0,4,0,4,"4","0"
"6EA83654-032B-4B7E-8756-B750667A953F","甲",76,"2014-07-13 20:18:42","1","0",FALSE,4,0,5,0,4,"5","0"
"6EA83654-032B-4B7E-8756-B750667A953F","天",77,"2014-07-13 20:18:49","1","0",TRUE,5,0,4,0,5,"4","0"
"6EA83654-032B-4B7E-8756-B750667A953F","木",78,"2014-07-13 20:19:10","1","1",FALSE,2,0,4,0,2,"4","4"
"6EA83654-032B-4B7E-8756-B750667A953F","天",79,"2014-07-13 20:19:23","1.25","0",TRUE,6,0,4,0,6,"5.00","0"
"6EA83654-032B-4B7E-8756-B750667A953F","木",80,"2014-07-13 20:19:32","1","0",FALSE,3,0,4,0,3,"4","0"
"6EA83654-032B-4B7E-8756-B750667A953F","甲",81,"2014-07-13 20:19:47","1.6","0",FALSE,5,0,5,0,5,"8.0","0"
"6EA83654-032B-4B7E-8756-B750667A953F","木",82,"2014-07-13 20:19:56","1","0",FALSE,4,0,4,0,4,"4","0"
"6EA83654-032B-4B7E-8756-B750667A953F","雨",83,"2014-07-13 20:20:20","1.25","0.125",FALSE,6,0,8,0,5,"10.00","1.000"
"6EA83654-032B-4B7E-8756-B750667A953F","木",84,"2014-07-13 20:20:32","1","0",FALSE,5,0,4,0,5,"4","0"
"6EA83654-032B-4B7E-8756-B750667A953F","雨",85,"2014-07-13 20:20:46","1","0",FALSE,7,0,8,0,6,"8","0"
"6EA83654-032B-4B7E-8756-B750667A953F","雨",86,"2014-07-13 20:21:04","1","0.125",FALSE,8,0,8,0,7,"8","1.000"
"6EA83654-032B-4B7E-8756-B750667A953F","日",87,"2014-07-13 20:21:20","1","0.5",TRUE,2,0,4,0,2,"4","2.0"
"6EA83654-032B-4B7E-8756-B750667A953F","雨",88,"2014-07-13 20:21:36","1","0",FALSE,9,0,8,0,8,"8","0"
"6EA83654-032B-4B7E-8756-B750667A953F","日",89,"2014-07-13 20:21:46","1","0",TRUE,3,0,4,0,3,"4","0"
"6EA83654-032B-4B7E-8756-B750667A953F","土",90,"2014-07-13 20:22:00","1.666666667","0",TRUE,5,0,3,0,5,"5.000000001","0"
"6EA83654-032B-4B7E-8756-B750667A953F","日",91,"2014-07-13 20:22:12","1","0",TRUE,4,0,4,0,4,"4","0"
"6EA83654-032B-4B7E-8756-B750667A953F","土",92,"2014-07-13 20:22:19","1","0",TRUE,6,0,3,0,6,"3","0"
"6EA83654-032B-4B7E-8756-B750667A953F","日",93,"2014-07-13 20:22:26","1","0",TRUE,5,0,4,0,5,"4","0"
"6EA83654-032B-4B7E-8756-B750667A953F","土",94,"2014-07-13 20:22:35","1","0.6666666667",TRUE,7,0,3,0,7,"3","2.0000000001"
"6EA83654-032B-4B7E-8756-B750667A953F","大",95,"2014-07-13 20:22:58","2.666666667","0.6666666667",TRUE,6,0,3,0,6,"8.000000001","2.0000000001"
"6EA83654-032B-4B7E-8756-B750667A953F","土",96,"2014-07-13 20:23:06","1","0",TRUE,8,0,3,0,8,"3","0"
"6EA83654-032B-4B7E-8756-B750667A953F","大",97,"2014-07-13 20:23:16","1","0",TRUE,7,0,3,0,7,"3","0"
"6EA83654-032B-4B7E-8756-B750667A953F","土",98,"2014-07-13 20:23:21","1","0.3333333333",TRUE,9,0,3,0,9,"3","0.9999999999"
"6EA83654-032B-4B7E-8756-B750667A953F","大",99,"2014-07-13 20:23:28","1","0",TRUE,8,0,3,0,8,"3","0"
"6EA83654-032B-4B7E-8756-B750667A953F","土",100,"2014-07-13 20:23:35","1","0",TRUE,10,0,3,0,10,"3","0"
"6EA83654-032B-4B7E-8756-B750667A953F","大",101,"2014-07-13 20:23:42","1","0",TRUE,9,0,3,0,9,"3","0"
"6EA83654-032B-4B7E-8756-B750667A953F","囗",102,"2014-07-13 20:23:54","1","0",TRUE,2,0,3,0,2,"3","0"
"6EA83654-032B-4B7E-8756-B750667A953F","上",103,"2014-07-13 20:24:13","1.666666667","1",FALSE,2,0,3,0,2,"5.000000001","3"
"6EA83654-032B-4B7E-8756-B750667A953F","土",104,"2014-07-13 20:24:23","1","0",TRUE,11,0,3,0,11,"3","0"
"6EA83654-032B-4B7E-8756-B750667A953F","上",105,"2014-07-13 20:24:37","1.333333333","0",FALSE,3,0,3,0,3,"3.999999999","0"
"6EA83654-032B-4B7E-8756-B750667A953F","土",106,"2014-07-13 20:24:46","1.333333333","0",TRUE,12,0,3,0,12,"3.999999999","0"
"6EA83654-032B-4B7E-8756-B750667A953F","上",107,"2014-07-13 20:24:56","1.333333333","0",FALSE,4,0,3,0,4,"3.999999999","0"
"6EA83654-032B-4B7E-8756-B750667A953F","土",108,"2014-07-13 20:25:03","1","0",TRUE,13,0,3,0,13,"3","0"
"6EA83654-032B-4B7E-8756-B750667A953F","上",109,"2014-07-13 20:25:11","1","0",FALSE,5,0,3,0,5,"3","0"
"6EA83654-032B-4B7E-8756-B750667A953F","土",110,"2014-07-13 20:25:24","2","0",TRUE,14,0,3,0,14,"6","0"
"6EA83654-032B-4B7E-8756-B750667A953F","上",111,"2014-07-13 20:25:31","1","0",FALSE,6,0,3,0,6,"3","0"
"6EA83654-032B-4B7E-8756-B750667A953F","土",112,"2014-07-13 20:25:40","1","0",TRUE,15,0,3,0,15,"3","0"
"6EA83654-032B-4B7E-8756-B750667A953F","囗",113,"2014-07-13 20:25:48","1","0",TRUE,3,0,3,0,3,"3","0"
"6EA83654-032B-4B7E-8756-B750667A953F","下",114,"2014-07-13 20:26:00","1","1",TRUE,2,0,3,0,2,"3","3"
"6EA83654-032B-4B7E-8756-B750667A953F","土",115,"2014-07-13 20:26:09","1","0",TRUE,16,0,3,0,16,"3","0"
"6EA83654-032B-4B7E-8756-B750667A953F","下",116,"2014-07-13 20:26:15","1","0",TRUE,3,0,3,0,3,"3","0"
"6EA83654-032B-4B7E-8756-B750667A953F","下",303,"2014-07-14 12:41:12","2.666666667","1.333333333",TRUE,4,1,3,0,1,"8.000000001","3.999999999"
"6EA83654-032B-4B7E-8756-B750667A953F","土",304,"2014-07-14 12:41:31","3","0",TRUE,17,1,3,0,1,"9","0"
"6EA83654-032B-4B7E-8756-B750667A953F","下",305,"2014-07-14 12:41:53","1.333333333","0",TRUE,5,1,3,0,2,"3.999999999","0"
"6EA83654-032B-4B7E-8756-B750667A953F","土",306,"2014-07-14 12:42:02","1","0",TRUE,18,1,3,0,2,"3","0"
"6EA83654-032B-4B7E-8756-B750667A953F","下",307,"2014-07-14 12:42:10","1","0",TRUE,6,1,3,0,3,"3","0"
"6EA83654-032B-4B7E-8756-B750667A953F","土",308,"2014-07-14 12:42:17","1","0",TRUE,19,1,3,0,3,"3","0"
"6EA83654-032B-4B7E-8756-B750667A953F","下",309,"2014-07-14 12:42:23","1","0",TRUE,7,1,3,0,4,"3","0"
"6EA83654-032B-4B7E-8756-B750667A953F","甲",310,"2014-07-14 12:42:55","2.6","0.2",FALSE,6,1,5,0,1,"13.0","1.0"
"6EA83654-032B-4B7E-8756-B750667A953F","天",311,"2014-07-14 12:43:41","2.25","0.75",TRUE,7,1,4,0,1,"9.00","3.00"
"6EA83654-032B-4B7E-8756-B750667A953F","土",312,"2014-07-14 12:43:49","1","0",TRUE,20,1,3,0,4,"3","0"
"6EA83654-032B-4B7E-8756-B750667A953F","天",313,"2014-07-14 12:43:59","1","0",TRUE,8,1,4,0,2,"4","0"
"6EA83654-032B-4B7E-8756-B750667A953F","甲",314,"2014-07-14 12:44:11","1","0",FALSE,7,1,5,0,2,"5","0"
"6EA83654-032B-4B7E-8756-B750667A953F","天",315,"2014-07-14 12:44:20","1","0",TRUE,9,1,4,0,3,"4","0"
"6EA83654-032B-4B7E-8756-B750667A953F","甲",316,"2014-07-14 12:44:28","1","0",FALSE,8,1,5,0,3,"5","0"
"6EA83654-032B-4B7E-8756-B750667A953F","天",317,"2014-07-14 12:44:35","1","0",TRUE,10,1,4,0,4,"4","0"
"6EA83654-032B-4B7E-8756-B750667A953F","木",318,"2014-07-14 12:44:59","2","0.75",FALSE,6,1,4,0,1,"8","3.00"
"6EA83654-032B-4B7E-8756-B750667A953F","甲",319,"2014-07-14 12:45:07","1","0",FALSE,9,1,5,0,4,"5","0"
"6EA83654-032B-4B7E-8756-B750667A953F","木",320,"2014-07-14 12:45:21","1.25","0",FALSE,7,1,4,0,2,"5.00","0"
"6EA83654-032B-4B7E-8756-B750667A953F","上",321,"2014-07-14 12:45:49","3.333333333","0.6666666667",FALSE,7,1,3,0,1,"9.999999999","2.0000000001"
"6EA83654-032B-4B7E-8756-B750667A953F","木",322,"2014-07-14 12:46:02","1","0",FALSE,8,1,4,0,3,"4","0"
"6EA83654-032B-4B7E-8756-B750667A953F","上",323,"2014-07-14 12:46:14","1","0",FALSE,8,1,3,0,2,"3","0"
"6EA83654-032B-4B7E-8756-B750667A953F","木",324,"2014-07-14 12:46:26","1","0",FALSE,9,1,4,0,4,"4","0"
"6EA83654-032B-4B7E-8756-B750667A953F","上",325,"2014-07-14 12:46:34","1","0",FALSE,9,1,3,0,3,"3","0"
"6EA83654-032B-4B7E-8756-B750667A953F","下",326,"2014-07-14 12:46:43","1","0",TRUE,8,1,3,0,5,"3","0"
"6EA83654-032B-4B7E-8756-B750667A953F","上",327,"2014-07-14 12:46:54","1","0",FALSE,10,1,3,0,4,"3","0"
"6EA83654-032B-4B7E-8756-B750667A953F","囗",328,"2014-07-14 12:47:05","1.333333333","0",TRUE,4,1,3,0,1,"3.999999999","0"
"6EA83654-032B-4B7E-8756-B750667A953F","雨",329,"2014-07-14 12:47:49","2.125","0.25",FALSE,10,1,8,0,1,"17.000","2.00"
"6EA83654-032B-4B7E-8756-B750667A953F","日",330,"2014-07-14 12:48:03","1","0.5",TRUE,6,1,4,0,1,"4","2.0"
"6EA83654-032B-4B7E-8756-B750667A953F","大",331,"2014-07-14 12:48:13","1","0",TRUE,10,1,3,0,1,"3","0"
"6EA83654-032B-4B7E-8756-B750667A953F","雨",332,"2014-07-14 12:48:33","1.25","0",FALSE,11,1,8,0,2,"10.00","0"
"6EA83654-032B-4B7E-8756-B750667A953F","日",333,"2014-07-14 12:48:43","1","0",TRUE,7,1,4,0,2,"4","0"
"6EA83654-032B-4B7E-8756-B750667A953F","大",334,"2014-07-14 12:48:57","1","0",TRUE,11,1,3,0,2,"3","0"
"6EA83654-032B-4B7E-8756-B750667A953F","囗",335,"2014-07-14 12:49:05","1.333333333","0",TRUE,5,1,3,0,2,"3.999999999","0"
"6EA83654-032B-4B7E-8756-B750667A953F","雨",336,"2014-07-14 12:49:22","1.375","0",FALSE,12,1,8,0,3,"11.000","0"
"6EA83654-032B-4B7E-8756-B750667A953F","日",337,"2014-07-14 12:49:30","1","0",TRUE,8,1,4,0,3,"4","0"
"6EA83654-032B-4B7E-8756-B750667A953F","大",338,"2014-07-14 12:49:37","1","0",TRUE,12,1,3,0,3,"3","0"
"6EA83654-032B-4B7E-8756-B750667A953F","囗",339,"2014-07-14 12:49:43","1","0",TRUE,6,1,3,0,3,"3","0"
"6EA83654-032B-4B7E-8756-B750667A953F","土",1323,"2014-07-15 19:34:30","1.666666667","0",TRUE,21,2,3,0,1,"5.000000001","0"
"6EA83654-032B-4B7E-8756-B750667A953F","下",1324,"2014-07-15 19:34:47","1.666666667","0",TRUE,9,2,3,0,1,"5.000000001","0"
"6EA83654-032B-4B7E-8756-B750667A953F","天",1325,"2014-07-15 19:35:11","1.5","0",TRUE,11,2,4,0,1,"6.0","0"
"6EA83654-032B-4B7E-8756-B750667A953F","甲",1326,"2014-07-15 19:35:28","1.6","0",FALSE,10,2,5,0,1,"8.0","0"
"6EA83654-032B-4B7E-8756-B750667A953F","木",1327,"2014-07-15 19:35:44","1.5","0",FALSE,10,2,4,0,1,"6.0","0"
"6EA83654-032B-4B7E-8756-B750667A953F","上",1328,"2014-07-15 19:36:25","6.333333333","0.6666666667",FALSE,11,2,3,0,1,"18.999999999","2.0000000001"
"6EA83654-032B-4B7E-8756-B750667A953F","雨",1329,"2014-07-15 19:37:20","2.125","0",FALSE,13,2,8,0,1,"17.000","0"
"6EA83654-032B-4B7E-8756-B750667A953F","上",1330,"2014-07-15 19:37:32","1","0",FALSE,12,2,3,0,2,"3","0"
"6EA83654-032B-4B7E-8756-B750667A953F","雨",1331,"2014-07-15 19:38:19","1.125","0",FALSE,14,2,8,0,2,"9.000","0"
"6EA83654-032B-4B7E-8756-B750667A953F","上",1332,"2014-07-15 19:38:31","1.333333333","0",FALSE,13,2,3,0,3,"3.999999999","0"
"6EA83654-032B-4B7E-8756-B750667A953F","雨",1333,"2014-07-15 19:38:48","1","0",FALSE,15,2,8,0,3,"8","0"
"6EA83654-032B-4B7E-8756-B750667A953F","上",1334,"2014-07-15 19:39:03","1.666666667","0.3333333333",FALSE,14,2,3,0,4,"5.000000001","0.9999999999"
"6EA83654-032B-4B7E-8756-B750667A953F","日",1335,"2014-07-15 19:39:14","1","0",TRUE,9,2,4,0,1,"4","0"
"6EA83654-032B-4B7E-8756-B750667A953F","囗",1336,"2014-07-15 19:39:21","1","0",TRUE,7,2,3,0,1,"3","0"
"6EA83654-032B-4B7E-8756-B750667A953F","大",1337,"2014-07-15 19:39:29","1","0",TRUE,13,2,3,0,1,"3","0"
"6EA83654-032B-4B7E-8756-B750667A953F","土",1338,"2014-07-15 19:39:40","1","0",TRUE,22,2,3,0,2,"3","0"
"6EA83654-032B-4B7E-8756-B750667A953F","下",1339,"2014-07-15 19:39:51","1","0",TRUE,10,2,3,0,2,"3","0"
"6EA83654-032B-4B7E-8756-B750667A953F","天",1340,"2014-07-15 19:40:07","1","0",TRUE,12,2,4,0,2,"4","0"
"6EA83654-032B-4B7E-8756-B750667A953F","甲",1341,"2014-07-15 19:40:22","1","0",FALSE,11,2,5,0,2,"5","0"
"6EA83654-032B-4B7E-8756-B750667A953F","木",1342,"2014-07-15 19:40:33","1","0",FALSE,11,2,4,0,2,"4","0"
"6EA83654-032B-4B7E-8756-B750667A953F","日",1343,"2014-07-15 19:40:41","1","0",TRUE,10,2,4,0,2,"4","0"
"6EA83654-032B-4B7E-8756-B750667A953F","大",1344,"2014-07-15 19:40:52","1","0",TRUE,14,2,3,0,2,"3","0"
"6EA83654-032B-4B7E-8756-B750667A953F","囗",1345,"2014-07-15 19:41:02","1","0",TRUE,8,2,3,0,2,"3","0"
"6EA83654-032B-4B7E-8756-B750667A953F","土",1346,"2014-07-15 19:41:11","1","0",TRUE,23,2,3,0,3,"3","0"
"6EA83654-032B-4B7E-8756-B750667A953F","天",1347,"2014-07-15 19:41:19","1","0",TRUE,13,2,4,0,3,"4","0"
"6EA83654-032B-4B7E-8756-B750667A953F","甲",1348,"2014-07-15 19:41:34","1","0",FALSE,12,2,5,0,3,"5","0"
"6EA83654-032B-4B7E-8756-B750667A953F","下",1349,"2014-07-15 19:41:44","1","0",TRUE,11,2,3,0,3,"3","0"
"6EA83654-032B-4B7E-8756-B750667A953F","木",1350,"2014-07-15 19:42:00","1.25","0",FALSE,12,2,4,0,3,"5.00","0"
"6EA83654-032B-4B7E-8756-B750667A953F","日",1351,"2014-07-15 19:42:11","1","0",TRUE,11,2,4,0,3,"4","0"
"6EA83654-032B-4B7E-8756-B750667A953F","大",1352,"2014-07-15 19:42:22","1","0",TRUE,15,2,3,0,3,"3","0"
"6EA83654-032B-4B7E-8756-B750667A953F","囗",1353,"2014-07-15 19:42:30","1","0",TRUE,9,2,3,0,3,"3","0"
"C8AA4988-01D4-491D-A815-B3FCF86F069D","囗",725,"2014-07-15 06:07:07","1","0",FALSE,2,0,3,0,2,"3","0"
"C8AA4988-01D4-491D-A815-B3FCF86F069D","土",731,"2014-07-15 06:09:05","7.333333333","0.6666666667",FALSE,2,0,3,0,2,"21.999999999","2.0000000001"
"C8AA4988-01D4-491D-A815-B3FCF86F069D","雨",732,"2014-07-15 06:09:58","2.875","0.25",TRUE,2,0,8,0,2,"23.000","2.00"
"C8AA4988-01D4-491D-A815-B3FCF86F069D","日",733,"2014-07-15 06:10:49","5.5","0.75",FALSE,2,0,4,0,2,"22.0","3.00"
"C8AA4988-01D4-491D-A815-B3FCF86F069D","雨",734,"2014-07-15 06:11:44","3.625","0.25",TRUE,3,0,8,0,3,"29.000","2.00"
"C8AA4988-01D4-491D-A815-B3FCF86F069D","日",735,"2014-07-15 06:12:19","3.5","0.25",FALSE,3,0,4,0,3,"14.0","1.00"
"C8AA4988-01D4-491D-A815-B3FCF86F069D","雨",736,"2014-07-15 06:13:01","2.25","0.125",TRUE,4,0,8,0,4,"18.00","1.000"
"C8AA4988-01D4-491D-A815-B3FCF86F069D","土",737,"2014-07-15 06:13:29","4","0.6666666667",FALSE,3,0,3,0,3,"12","2.0000000001"
"C8AA4988-01D4-491D-A815-B3FCF86F069D","雨",738,"2014-07-15 06:14:07","2.375","0.125",TRUE,5,0,8,0,5,"19.000","1.000"
"C8AA4988-01D4-491D-A815-B3FCF86F069D","土",739,"2014-07-15 06:14:22","1.333333333","0",FALSE,4,0,3,0,4,"3.999999999","0"
"C8AA4988-01D4-491D-A815-B3FCF86F069D","雨",740,"2014-07-15 06:14:42","1.25","0.125",TRUE,6,0,8,0,6,"10.00","1.000"
"C8AA4988-01D4-491D-A815-B3FCF86F069D","土",741,"2014-07-15 06:14:53","1","0",FALSE,5,0,3,0,5,"3","0"
"C8AA4988-01D4-491D-A815-B3FCF86F069D","日",743,"2014-07-15 06:15:31","2.75","0.75",FALSE,4,0,4,0,4,"11.00","3.00"
"C8AA4988-01D4-491D-A815-B3FCF86F069D","土",744,"2014-07-15 06:15:46","2","0",FALSE,6,0,3,0,6,"6","0"
"C8AA4988-01D4-491D-A815-B3FCF86F069D","雨",745,"2014-07-15 06:16:04","1.125","0",TRUE,7,0,8,0,7,"9.000","0"
"C8AA4988-01D4-491D-A815-B3FCF86F069D","土",746,"2014-07-15 06:16:14","1.333333333","0",FALSE,7,0,3,0,7,"3.999999999","0"
"C8AA4988-01D4-491D-A815-B3FCF86F069D","甲",747,"2014-07-15 06:16:49","3.2","0.8",FALSE,2,0,5,0,2,"16.0","4.0"
"C8AA4988-01D4-491D-A815-B3FCF86F069D","雨",748,"2014-07-15 06:17:16","1.875","0.125",TRUE,8,0,8,0,8,"15.000","1.000"
"C8AA4988-01D4-491D-A815-B3FCF86F069D","下",749,"2014-07-15 06:17:46","4.333333333","0.6666666667",TRUE,2,0,3,0,1,"12.999999999","2.0000000001"
"C8AA4988-01D4-491D-A815-B3FCF86F069D","日",750,"2014-07-15 06:18:02","1.75","0",FALSE,5,0,4,0,5,"7.00","0"
"C8AA4988-01D4-491D-A815-B3FCF86F069D","甲",751,"2014-07-15 06:18:28","2.6","0.4",FALSE,3,0,5,0,3,"13.0","2.0"
"C8AA4988-01D4-491D-A815-B3FCF86F069D","下",752,"2014-07-15 06:18:48","2","0",TRUE,3,0,3,0,2,"6","0"
"C8AA4988-01D4-491D-A815-B3FCF86F069D","雨",753,"2014-07-15 06:19:15","1.5","0",TRUE,9,0,8,0,9,"12.0","0"
"C8AA4988-01D4-491D-A815-B3FCF86F069D","日",754,"2014-07-15 06:19:32","1","0",FALSE,6,0,4,0,6,"4","0"
"C8AA4988-01D4-491D-A815-B3FCF86F069D","大",756,"2014-07-15 06:19:53","2.333333333","0.6666666667",FALSE,2,0,3,0,2,"6.999999999","2.0000000001"
"C8AA4988-01D4-491D-A815-B3FCF86F069D","下",755,"2014-07-15 06:20:10","1.333333333","0",TRUE,4,0,3,0,3,"3.999999999","0"
"C8AA4988-01D4-491D-A815-B3FCF86F069D","日",757,"2014-07-15 06:20:25","1","0",FALSE,7,0,4,0,7,"4","0"
"C8AA4988-01D4-491D-A815-B3FCF86F069D","甲",758,"2014-07-15 06:20:45","2.2","0.2",FALSE,4,0,5,0,4,"11.0","1.0"
"C8AA4988-01D4-491D-A815-B3FCF86F069D","下",759,"2014-07-15 06:21:15","2.666666667","0",TRUE,5,0,3,0,4,"8.000000001","0"
"C8AA4988-01D4-491D-A815-B3FCF86F069D","雨",760,"2014-07-15 06:21:32","1","0",TRUE,10,0,8,0,10,"8","0"
"C8AA4988-01D4-491D-A815-B3FCF86F069D","甲",761,"2014-07-15 06:21:48","1","0",FALSE,5,0,5,0,5,"5","0"
"C8AA4988-01D4-491D-A815-B3FCF86F069D","下",762,"2014-07-15 06:22:03","2","0",TRUE,6,0,3,0,5,"6","0"
"C8AA4988-01D4-491D-A815-B3FCF86F069D","大",763,"2014-07-15 06:22:22","2.666666667","0.3333333333",FALSE,3,0,3,0,3,"8.000000001","0.9999999999"
"C8AA4988-01D4-491D-A815-B3FCF86F069D","甲",764,"2014-07-15 06:22:39","1.4","0",FALSE,6,0,5,0,6,"7.0","0"
"C8AA4988-01D4-491D-A815-B3FCF86F069D","下",765,"2014-07-15 06:22:54","1.333333333","0",TRUE,7,0,3,0,6,"3.999999999","0"
"C8AA4988-01D4-491D-A815-B3FCF86F069D","土",766,"2014-07-15 06:23:12","1.333333333","0.6666666667",FALSE,8,0,3,0,8,"3.999999999","2.0000000001"
"C8AA4988-01D4-491D-A815-B3FCF86F069D","下",767,"2014-07-15 06:23:28","2","0.3333333333",TRUE,8,0,3,0,7,"6","0.9999999999"
"C8AA4988-01D4-491D-A815-B3FCF86F069D","土",768,"2014-07-15 06:23:45","1","1",FALSE,9,0,3,0,9,"3","3"
"C8AA4988-01D4-491D-A815-B3FCF86F069D","大",769,"2014-07-15 06:24:03","2.666666667","0.3333333333",FALSE,4,0,3,0,4,"8.000000001","0.9999999999"
"C8AA4988-01D4-491D-A815-B3FCF86F069D","土",770,"2014-07-15 06:24:25","1","0",FALSE,10,0,3,0,10,"3","0"
"C8AA4988-01D4-491D-A815-B3FCF86F069D","日",771,"2014-07-15 06:24:42","1.5","0.25",FALSE,8,0,4,0,8,"6.0","1.00"
"C8AA4988-01D4-491D-A815-B3FCF86F069D","大",772,"2014-07-15 06:24:59","2","0",FALSE,5,0,3,0,5,"6","0"
"C8AA4988-01D4-491D-A815-B3FCF86F069D","日",773,"2014-07-15 06:25:12","1","0",FALSE,9,0,4,0,9,"4","0"
"C8AA4988-01D4-491D-A815-B3FCF86F069D","大",774,"2014-07-15 06:25:33","3","0.3333333333",FALSE,6,0,3,0,6,"9","0.9999999999"
"C8AA4988-01D4-491D-A815-B3FCF86F069D","下",775,"2014-07-15 06:25:51","2","0.3333333333",TRUE,9,0,3,0,8,"6","0.9999999999"
